Income,Age,HasDebt,IsEthnicMinority,LanguageAtHome,MaritalStatus,SchoolDegree,SchoolMajor,CityPopulation,CountryCitizen,CountryLive,EmploymentField,EmploymentStatus,Gender,IsSoftwareDev
13000,27,0,0,Portuguese,married or domestic partnership,bachelor's degree,Graphic Design,more than 1 million,Brazil,Brazil,software development and IT,Employed for wages,male,0
NA,25,0,0,Estonian,"single, never married",some high school,NA,"between 100,000 and 1 million",Estonia,Estonia,NA,Not working but looking for work,male,0
43000,40,1,1,English,NA,associate's degree,Computer Networking,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,0
NA,32,0,0,Spanish,NA,"professional degree (MBA, MD, JD, etc.)",Computer Systems Networking and Telecommunications,more than 1 million,Cuba,United States of America,NA,Not working but looking for work,male,0
NA,61,0,0,English,NA,bachelor's degree,Psychology,"less than 100,000",United States of America,United States of America,NA,Not working but looking for work,female,0
80000,28,1,1,English,NA,bachelor's degree,Financial Planning,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1
NA,26,0,0,English,NA,"professional degree (MBA, MD, JD, etc.)",Civil Engineering,"less than 100,000",Nigeria,Nigeria,NA,Not working but looking for work,female,0
NA,34,0,0,Telugu,NA,bachelor's degree,Electrical and Electronics Engineering,more than 1 million,India,United States of America,NA,Not working but looking for work,female,0
20000,36,0,0,Lithuanian,married or domestic partnership,bachelor's degree,Information Technology,"between 100,000 and 1 million",Lithuania,Lithuania,software development and IT,Employed for wages,male,1
NA,20,0,0,Bosnian,NA,some high school,NA,"between 100,000 and 1 million",Bosnia & Herzegovina,Bosnia & Herzegovina,NA,Doing an unpaid internship,male,0
85000,30,0,0,English,married or domestic partnership,bachelor's degree,Mechanical Engineering,"less than 100,000",United States of America,United States of America,architecture or physical engineering,Employed for wages,male,1
NA,33,1,0,Portuguese,married or domestic partnership,bachelor's degree,Electrical and Electronics Engineering,more than 1 million,Brazil,Canada,NA,Not working but looking for work,male,1
NA,17,0,0,Georgian,NA,no high school (secondary school),NA,"between 100,000 and 1 million",Georgia,Georgia,NA,Not working and not looking for work,male,1
NA,33,1,1,English,"single, never married",associate's degree,Manufacturing Engineering,more than 1 million,Nigeria,Nigeria,construction and extraction,Self-employed freelancer,male,0
NA,32,0,0,Portuguese,NA,bachelor's degree,Computer Programming,more than 1 million,Brazil,Brazil,NA,NA,male,1
NA,18,0,1,Russian,NA,high school diploma or equivalent (GED),NA,"less than 100,000",Kazakhstan,United States of America,NA,NA,male,0
NA,32,1,0,English,married or domestic partnership,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,NA,A stay-at-home parent or homemaker,female,0
NA,50,0,0,English,NA,associate's degree,Information Operations,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,0
85000,26,1,0,English,NA,master's degree (non-professional),Computer Science,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1
20000,37,1,0,Spanish,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",Civil Engineering,"between 100,000 and 1 million",Colombia,Colombia,construction and extraction,Employed for wages,male,1
NA,19,0,1,Ukrainian,"single, never married",NA,NA,NA,Ukraine,Ukraine,NA,Not working but looking for work,female,1
NA,23,1,0,Georgian,NA,bachelor's degree,Computer Science,more than 1 million,Georgia,Georgia,NA,Not working but looking for work,male,1
30000,25,0,0,English,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",United States of America,United States of America,health care,Employed for wages,female,1
NA,48,1,1,English,married or domestic partnership,bachelor's degree,Electrical Engineering,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working but looking for work,male,0
NA,21,0,0,Russian,NA,some high school,NA,more than 1 million,Ukraine,Ukraine,NA,Doing an unpaid internship,male,0
10000,30,0,0,Polish,married or domestic partnership,master's degree (non-professional),Law,"less than 100,000",Poland,Poland,legal,Self-employed business owner,male,0
NA,18,0,0,Urdu,NA,some high school,NA,more than 1 million,Pakistan,Pakistan,NA,Not working and not looking for work,male,0
30000,28,0,0,English,NA,"some college credit, no degree",NA,more than 1 million,United States of America,United States of America,food and beverage,Employed for wages,male,0
40000,31,1,0,English,NA,bachelor's degree,Mechanical Engineering,"between 100,000 and 1 million",Canada,Canada,software development and IT,Employed for wages,male,0
NA,26,0,0,Russian,NA,bachelor's degree,Linguistics,"less than 100,000",Lithuania,United Kingdom,NA,Not working but looking for work,female,0
20000,36,1,1,English,NA,"some college credit, no degree",NA,more than 1 million,United States of America,United States of America,sales,Employed for wages,male,1
NA,21,0,1,English,NA,"some college credit, no degree",NA,more than 1 million,United States of America,United States of America,NA,Military,male,1
NA,23,0,0,Chinese,NA,bachelor's degree,Finance,"less than 100,000",Singapore,Sweden,NA,Doing an unpaid internship,male,1
NA,22,0,0,Portuguese,NA,high school diploma or equivalent (GED),NA,more than 1 million,Brazil,Brazil,NA,Not working but looking for work,male,1
8000,21,1,0,Portuguese,"single, never married",some high school,NA,"between 100,000 and 1 million",Brazil,Brazil,software development and IT,Employed for wages,male,1
NA,NA,NA,1,NA,NA,high school diploma or equivalent (GED),NA,more than 1 million,United States of America,United States of America,NA,NA,male,1
NA,NA,NA,0,English,NA,"some college credit, no degree",NA,"less than 100,000",United States of America,United States of America,NA,Self-employed freelancer,male,0
35000,33,1,0,Slovak,married or domestic partnership,master's degree (non-professional),NA,"less than 100,000",Slovakia,Slovakia,software development and IT,Employed for wages,male,0
40000,25,1,0,English,NA,bachelor's degree,Computer Science,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1
NA,38,1,1,English,married or domestic partnership,bachelor's degree,Mathematics,"between 100,000 and 1 million",United States of America,United States of America,NA,Not working and not looking for work,male,1
40000,25,0,0,English,NA,high school diploma or equivalent (GED),NA,more than 1 million,United Kingdom,United Kingdom,software development and IT,Employed for wages,female,0
NA,20,0,0,Russian,NA,high school diploma or equivalent (GED),NA,more than 1 million,Russia,Spain,NA,Doing an unpaid internship,male,0
NA,21,0,0,Yue (Cantonese) Chinese,NA,"some college credit, no degree",NA,"between 100,000 and 1 million",Canada,Canada,NA,Not working but looking for work,male,1
30000,33,1,0,English,NA,master's degree (non-professional),Archaeology,more than 1 million,United States of America,United States of America,sales,Employed for wages,male,0
NA,19,0,0,German,NA,some high school,NA,"less than 100,000",Germany,Germany,NA,Not working but looking for work,male,1
NA,34,0,1,English,married or domestic partnership,master's degree (non-professional),Electrical Engineering,"between 100,000 and 1 million",Serbia,Germany,software development and IT,Employed for wages,male,1
24000,33,1,0,English,NA,high school diploma or equivalent (GED),NA,"less than 100,000",United Kingdom,United Kingdom,finance,Employed for wages,male,0
10000,29,1,1,English,NA,bachelor's degree,Art Studies,more than 1 million,United States of America,United States of America,transportation,Employed for wages,male,0
50000,26,0,0,English,NA,bachelor's degree,Economics,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0
NA,34,0,0,Portuguese,NA,master's degree (non-professional),Multimedia,"between 100,000 and 1 million",Portugal,Portugal,NA,NA,male,0
NA,30,1,1,English,NA,bachelor's degree,Information Technology,more than 1 million,United States of America,United States of America,NA,Not working but looking for work,male,0
NA,14,0,0,English,NA,some high school,NA,NA,United States of America,United States of America,NA,NA,female,0
79000,43,1,0,English,married or domestic partnership,"some college credit, no degree",NA,"between 100,000 and 1 million",Canada,NA,office and administrative support,Employed for wages,male,1
NA,22,0,0,English,NA,"some college credit, no degree",NA,"less than 100,000",Canada,Canada,NA,NA,male,1
NA,21,0,0,Arabic,NA,"some college credit, no degree",NA,"less than 100,000",Egypt,Egypt,NA,Not working but looking for work,male,0
NA,25,0,0,English,NA,bachelor's degree,Business Administration and Management,more than 1 million,NA,United States of America,software development and IT,Employed for wages,female,1
NA,23,0,0,Arabic,NA,high school diploma or equivalent (GED),NA,more than 1 million,Morocco,Morocco,NA,Not working but looking for work,male,0
NA,20,0,0,French,NA,"some college credit, no degree",NA,"less than 100,000",France,France,NA,Not working and not looking for work,male,0
NA,21,0,0,Russian,NA,bachelor's degree,Computer and Information Systems Security,"between 100,000 and 1 million",Russia,Russia,NA,Not working but looking for work,male,1
100000,39,1,1,English,married or domestic partnership,bachelor's degree,Management Information Systems,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0
50000,45,0,1,English,married or domestic partnership,master's degree (non-professional),Information Technology,"less than 100,000",United Kingdom,United Kingdom,NA,Employed for wages,male,1
40000,37,0,0,Punjabi,married or domestic partnership,bachelor's degree,Computer Science,"between 100,000 and 1 million",India,India,software development and IT,Employed for wages,male,0
NA,19,0,0,Dutch,NA,some high school,NA,"between 100,000 and 1 million","Netherlands (Holland, Europe)",Sweden,NA,Not working and not looking for work,genderqueer,0
50000,22,0,0,English,NA,bachelor's degree,Drama and Theatre Production,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,0
50000,23,0,1,Yue (Cantonese) Chinese,NA,bachelor's degree,Biochemistry,more than 1 million,United States of America,United States of America,NA,Employed for wages,male,1
