Age,CityPopulation,CountryCitizen,CountryLive,EmploymentField,EmploymentStatus,Gender,HasDebt,Income,IsEthnicMinority,LanguageAtHome,MaritalStatus,SchoolDegree,SchoolMajor,IsSoftwareDev
22,"less than 100,000",Italy,Italy,software development and IT,Employed for wages,male,0,25000,0,Italian,NA,no high school (secondary school),NA,1
24,NA,United States of America,United States of America,software development and IT,Employed for wages,male,1,45000,0,English,NA,bachelor's degree,International Business,1
26,"between 100,000 and 1 million",France,France,NA,Employed for wages,male,0,34000,0,French,NA,associate's degree,Computer Science,1
36,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1,105000,0,English,married or domestic partnership,bachelor's degree,International Business,1
30,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1,NA,1,English,NA,master's degree (non-professional),Computer Science,1
75,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,125000,0,English,NA,bachelor's degree,Computer Science,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,master's degree (non-professional),NA,1
24,"less than 100,000",Trinidad & Tobago,Trinidad & Tobago,software development and IT,Employed for wages,male,0,8000,0,English,"single, never married","trade, technical, or vocational training",NA,1
31,more than 1 million,Greece,Greece,software development and IT,Employed for wages,male,0,13000,0,Greek,"single, never married",bachelor's degree,Logistics and Supply Chain Management,1
24,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,female,0,30000,0,English,NA,bachelor's degree,Web Page and Digital Design,1
28,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,36000,0,English,NA,bachelor's degree,International Relations,1
29,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,1,80000,0,English,"single, never married",master's degree (non-professional),Engineering Studies,1
22,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,0,56000,1,Chinese,NA,bachelor's degree,English,1
24,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1,47000,0,English,NA,bachelor's degree,Japanese Language and Literature,1
31,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1,42000,0,English,married or domestic partnership,bachelor's degree,Philosophy,1
24,"between 100,000 and 1 million",Russia,Russia,software development and IT,Self-employed freelancer,male,1,8000,0,Russian,married or domestic partnership,some high school,NA,1
36,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1,50000,0,English,married or domestic partnership,master's degree (non-professional),Philosophy,1
29,more than 1 million,United States of America,United States of America,software development and IT,Self-employed business owner,male,0,100000,0,English,NA,bachelor's degree,Computer Science,1
37,more than 1 million,Colombia,Colombia,software development and IT,Self-employed business owner,male,1,25000,0,Spanish,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",Management Sciences and Statistics,1
27,"between 100,000 and 1 million",Spain,Spain,software development and IT,Employed for wages,male,0,20000,0,Spanish,NA,bachelor's degree,Software Engineering,1
36,more than 1 million,Spain,United Kingdom,NA,Self-employed business owner,male,1,141535,0,Spanish,NA,associate's degree,Computer Software Engineering,1
35,more than 1 million,Russia,Russia,software development and IT,Employed for wages,male,1,NA,0,Russian,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",Software Engineering,1
28,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1,42000,0,English,married or domestic partnership,bachelor's degree,Computer and Information Studies,1
29,more than 1 million,Bulgaria,Bulgaria,software development and IT,Employed for wages,female,0,7500,0,Bulgarian,NA,"professional degree (MBA, MD, JD, etc.)",Cognitive Science,1
26,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,0,65000,0,English,married or domestic partnership,bachelor's degree,History,1
32,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1,36500,0,English,married or domestic partnership,associate's degree,Computer Programming,1
25,"between 100,000 and 1 million",Brazil,Brazil,software development and IT,Employed for wages,male,0,12000,0,Portuguese,"single, never married",bachelor's degree,Computer Science,1
29,"between 100,000 and 1 million",Pakistan,Finland,software development and IT,Employed for wages,male,0,45000,0,Urdu,married or domestic partnership,"professional degree (MBA, MD, JD, etc.)",Electrical Engineering,1
27,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,30000,0,English,NA,bachelor's degree,Political Science,1
22,"less than 100,000",Germany,Germany,NA,Not working but looking for work,male,1,NA,0,German,NA,bachelor's degree,Computer Science,1
35,more than 1 million,India,India,software development and IT,Self-employed business owner,male,0,20000,0,Gujarati,"single, never married","some college credit, no degree",NA,1
32,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,female,1,56000,1,English,"single, never married",bachelor's degree,Psychology,1
30,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,1,45000,0,English,NA,associate's degree,Culinary Arts,1
19,"less than 100,000",Germany,Germany,NA,NA,male,0,NA,0,German,NA,high school diploma or equivalent (GED),NA,1
34,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,male,1,30000,1,English,divorced,some high school,NA,1
30,"less than 100,000",Poland,Poland,software development and IT,Self-employed business owner,male,1,16029,0,Polish,NA,master's degree (non-professional),Psychology,1
35,"less than 100,000",United States of America,United States of America,software development and IT,Employed for wages,female,1,90000,1,English,married or domestic partnership,bachelor's degree,Computer Science,1
40,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,female,0,14000,0,English,NA,master's degree (non-professional),Music Performance,1
25,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,male,1,60000,0,English,NA,bachelor's degree,Linguistics,1
24,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,1,20000,1,English,NA,bachelor's degree,Information Systems,1
23,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,male,1,46000,0,English,NA,bachelor's degree,Computer Science,1
31,"between 100,000 and 1 million",India,United States of America,software development and IT,Employed for wages,male,1,78000,1,Marathi,married or domestic partnership,master's degree (non-professional),Computer Science,1
31,more than 1 million,Romania,Romania,software development and IT,Employed for wages,male,0,25000,0,Romanian,NA,bachelor's degree,Communications,1
45,more than 1 million,India,United States of America,software development and IT,Employed for wages,male,1,116000,0,English,married or domestic partnership,bachelor's degree,Physics,1
26,more than 1 million,Ukraine,Ukraine,software development and IT,Employed for wages,male,0,20000,0,Russian,married or domestic partnership,bachelor's degree,Information Technology,1
26,"between 100,000 and 1 million",Russia,Russia,software development and IT,Self-employed freelancer,male,0,65000,0,Russian,NA,"professional degree (MBA, MD, JD, etc.)",Computational and Applied Mathematics,1
35,"between 100,000 and 1 million",Spain,Spain,health care,Employed for wages,male,0,35000,0,Spanish,married or domestic partnership,bachelor's degree,Computer Engineering Technician,1
32,more than 1 million,Serbia,Serbia,software development and IT,Self-employed freelancer,male,0,NA,0,Serbian,NA,"some college credit, no degree",NA,1
28,"between 100,000 and 1 million",United States of America,United States of America,software development and IT,Employed for wages,female,1,92000,0,English,NA,bachelor's degree,Music,1
29,more than 1 million,United Kingdom,United Kingdom,"arts, entertainment, sports, or media",Employed for wages,male,0,34000,0,English,NA,bachelor's degree,Linguistics,1
34,more than 1 million,United States of America,United States of America,software development and IT,Employed for wages,female,1,50000,0,English,NA,bachelor's degree,Computer Science,1
35,more than 1 million,Romania,United Kingdom,software development and IT,Employed for wages,male,1,8000,0,Romanian,NA,master's degree (non-professional),Accounting,1
