IsSoftwareDev,Age,AttendedBootcamp,CityPopulation,CountryCitizen,CountryLive,EmploymentStatus,Gender,HasDebt,HasFinancialDependents,HasHighSpdInternet,HasServedInMilitary,HoursLearning,IsEthnicMinority,IsReceiveDiabilitiesBenefits,LanguageAtHome,MoneyForLearning,MonthsProgramming,SchoolDegree
1,34,0,"between 100,000 and 1 million","Netherlands (Holland, Europe)",Germany,Employed for wages,male,1,1,1,0,1,0,0,Dutch,0,240,master's degree (non-professional)
0,44,0,more than 1 million,Hungary,United Kingdom,Employed for wages,male,0,0,1,1,10,0,0,Hungarian,1500,4,bachelor's degree
0,30,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,0,0,1,0,5,1,0,English,0,3,"some college credit, no degree"
1,46,0,more than 1 million,Iran,United States of America,Employed for wages,female,0,0,1,0,40,1,0,Persian,0,2,bachelor's degree
1,28,0,"between 100,000 and 1 million",Germany,Germany,Employed for wages,male,0,0,1,0,60,0,0,German,,180,associate's degree
0,30,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,female,1,0,1,0,5,0,0,English,0,1,"some college credit, no degree"
0,28,0,"between 100,000 and 1 million",Canada,Canada,Not working but looking for work,male,1,1,1,0,20,0,0,English,0,2,bachelor's degree
0,45,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,1,1,1,0,6,0,0,English,300,3,"trade, technical, or vocational training"
0,15,0,more than 1 million,Canada,Canada,,male,0,0,1,0,14,1,0,English,38,12,high school diploma or equivalent (GED)
1,25,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,4,0,0,English,200,8,bachelor's degree
1,27,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,5,0,0,English,100,24,bachelor's degree
0,15,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,female,0,0,1,0,5,0,0,English,0,3,some high school
0,39,0,more than 1 million,Greece,Greece,Employed for wages,male,0,0,0,1,4,0,0,Greek,100,6,master's degree (non-professional)
1,21,0,"between 100,000 and 1 million",Italy,Italy,Employed for wages,male,0,0,1,0,20,0,0,Italian,0,5,"trade, technical, or vocational training"
1,28,0,more than 1 million,United States of America,United States of America,Self-employed freelancer,female,0,0,1,0,5,1,0,English,500,24,"some college credit, no degree"
1,26,0,"between 100,000 and 1 million",Denmark,Denmark,,male,0,0,0,0,5,0,1,Swedish,0,60,"professional degree (MBA, MD, JD, etc.)"
1,27,0,"between 100,000 and 1 million",Canada,Canada,Self-employed freelancer,male,0,0,1,0,2,0,0,French,500,120,bachelor's degree
1,29,1,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,10,0,0,English,2000,18,master's degree (non-professional)
1,25,0,"less than 100,000",United States of America,Ireland,Employed for wages,male,0,0,1,0,60,0,0,English,0,48,"professional degree (MBA, MD, JD, etc.)"
1,33,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,10,0,0,English,600,17,"some college credit, no degree"
0,19,0,"between 100,000 and 1 million",Poland,United Kingdom,Not working but looking for work,male,1,0,1,0,3,0,0,Polish,30,12,high school diploma or equivalent (GED)
0,21,0,more than 1 million,Egypt,Egypt,,male,0,0,1,0,16,0,0,Arabic,0,24,"some college credit, no degree"
1,23,0,more than 1 million,Greece,Greece,Not working but looking for work,male,0,0,0,0,20,0,0,Greek,200,36,bachelor's degree
0,28,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,0,1,0,12,0,0,English,100,7,bachelor's degree
0,30,0,more than 1 million,Ecuador,Ecuador,Self-employed business owner,male,0,0,1,0,10,0,1,Spanish,1000,7,bachelor's degree
0,34,0,"between 100,000 and 1 million",United States of America,United Kingdom,,male,1,0,1,1,20,1,0,English,1680,6,bachelor's degree
0,38,0,more than 1 million,United States of America,United States of America,Self-employed freelancer,female,0,0,1,0,5,1,0,English,5000,5,master's degree (non-professional)
1,23,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,0,1,0,25,0,0,English,300,12,bachelor's degree
0,31,0,more than 1 million,United States of America,United States of America,Employed for wages,female,0,0,1,0,10,0,0,English,5000,2,"professional degree (MBA, MD, JD, etc.)"
0,36,0,more than 1 million,Hungary,Hungary,Not working but looking for work,male,1,0,1,0,0,0,0,Hungarian,5668,1,associate's degree
0,21,0,more than 1 million,Georgia,Austria,Not working but looking for work,female,0,0,1,0,10,0,0,,150,6,high school diploma or equivalent (GED)
0,32,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,0,1,0,,0,0,English,100,10,associate's degree
0,49,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,1,1,1,0,15,0,0,English,100,6,associate's degree
0,31,0,"less than 100,000",United States of America,United States of America,Not working but looking for work,male,1,0,1,0,25,0,0,English,5600,5,associate's degree
1,24,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,28,1,0,Yue (Cantonese) Chinese,150,24,"some college credit, no degree"
0,23,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,0,1,0,10,0,,English,0,6,"professional degree (MBA, MD, JD, etc.)"
1,57,1,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,0,0,1,0,40,1,0,English,10500,12,Ph.D.
0,31,0,more than 1 million,Sweden,China,Employed for wages,female,0,0,0,0,10,1,0,Swedish,20,6,master's degree (non-professional)
0,48,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,1,3,1,1,English,30,3,associate's degree
0,38,1,more than 1 million,United States of America,United States of America,Not working but looking for work,male,0,0,1,0,20,1,0,,6500,6,high school diploma or equivalent (GED)
0,28,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,5,1,0,Haitian Creole,0,4,"some college credit, no degree"
0,34,0,more than 1 million,Germany,Japan,Employed for wages,male,0,1,1,0,15,1,0,Japanese,500,10,master's degree (non-professional)
1,25,0,more than 1 million,Indonesia,Indonesia,Not working but looking for work,male,0,0,1,0,4,0,0,Malay Bhasa Indonesia,,30,some high school
0,31,1,more than 1 million,United States of America,United States of America,Not working but looking for work,male,0,1,1,0,30,0,0,English,14500,10,bachelor's degree
0,33,0,"less than 100,000",United States of America,United States of America,Employed for wages,female,0,0,1,0,35,1,0,English,3530,5,master's degree (non-professional)
1,29,0,"between 100,000 and 1 million",India,India,Employed for wages,male,1,1,1,0,15,0,0,Telugu,0,48,bachelor's degree
0,27,0,"between 100,000 and 1 million",United States of America,United States of America,Self-employed freelancer,female,1,0,1,0,3,1,0,English,2000,6,bachelor's degree
0,33,0,more than 1 million,Canada,Canada,Employed for wages,male,1,1,1,0,5,1,0,Russian,0,3,master's degree (non-professional)
1,31,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,0,20,0,0,English,200,18,"some college credit, no degree"
1,31,0,more than 1 million,Bangladesh,Bangladesh,,male,1,1,0,0,10,0,0,Sylheti,125,15,master's degree (non-professional)
0,35,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,0,1,0,10,1,0,English,400,1,Ph.D.
1,41,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,0,1,0,5,0,0,English,1200,48,bachelor's degree
0,34,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,0,1,0,20,1,0,English,100,2,bachelor's degree
0,,0,"between 100,000 and 1 million",Malaysia,Malaysia,Not working but looking for work,male,0,0,1,0,,1,0,English,5,,bachelor's degree
0,,1,,,,,,,,,,10,,,,,,
1,26,0,more than 1 million,United States of America,United States of America,Not working but looking for work,male,0,0,1,0,20,1,0,English,500,5,bachelor's degree
0,28,0,"between 100,000 and 1 million",Estonia,Estonia,Employed for wages,female,0,0,1,0,4,0,0,Russian,500,12,"professional degree (MBA, MD, JD, etc.)"
0,55,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,female,1,0,1,0,40,0,0,English,1000,3,bachelor's degree
0,26,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,0,1,0,6,0,0,English,0,1,bachelor's degree
1,21,0,"between 100,000 and 1 million",India,India,,male,1,1,1,0,5,,0,Kannada,2,4,bachelor's degree
0,29,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,female,1,1,1,0,4,0,0,English,0,8,bachelor's degree
1,26,0,"between 100,000 and 1 million",Liberia,United States of America,Employed for wages,male,1,1,1,0,30,1,0,English,1500,3,"some college credit, no degree"
1,34,0,"between 100,000 and 1 million",United States of America,"Netherlands (Holland, Europe)",Employed for wages,female,1,0,1,0,15,0,0,English,100,15,master's degree (non-professional)
1,20,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,0,0,1,0,20,0,0,English,0,48,"some college credit, no degree"
0,40,0,"between 100,000 and 1 million",United States of America,United States of America,Not working but looking for work,male,1,0,1,1,5,0,0,English,200,12,bachelor's degree
0,43,0,"less than 100,000","Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",Employed for wages,female,1,1,1,0,20,1,0,Dutch,2000,15,master's degree (non-professional)
0,38,0,"between 100,000 and 1 million","Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",Employed for wages,female,1,1,1,0,10,0,0,Dutch,750,12,Ph.D.
0,40,0,"between 100,000 and 1 million",United States of America,United States of America,Self-employed freelancer,female,0,1,1,0,16,1,0,English,10,1,bachelor's degree
0,21,0,"between 100,000 and 1 million",Portugal,Portugal,A stay-at-home parent or homemaker,male,0,0,1,0,30,0,1,Portuguese,0,48,"some college credit, no degree"
1,30,0,"between 100,000 and 1 million",Poland,Spain,Not working but looking for work,female,0,0,1,0,25,1,0,Polish,300,6,master's degree (non-professional)
1,50,0,"less than 100,000",United States of America,United States of America,Employed for wages,female,0,0,1,0,6,0,0,English,250,50,bachelor's degree
0,27,0,"between 100,000 and 1 million",Slovenia,Slovenia,Employed for wages,male,1,1,1,0,4,0,1,Slovene,1500,12,"some college credit, no degree"
0,36,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,0,1,1,0,15,0,0,English,0,6,high school diploma or equivalent (GED)
0,22,0,more than 1 million,Cyprus,United Kingdom,,genderqueer,0,0,1,0,15,0,0,Greek,300,12,master's degree (non-professional)
0,34,0,"less than 100,000",Brazil,Canada,Employed for wages,female,1,0,1,0,5,1,0,Portuguese,300,12,bachelor's degree
0,27,0,"between 100,000 and 1 million",Poland,Poland,Self-employed freelancer,male,1,1,1,0,28,0,0,Polish,1800,7,"some college credit, no degree"
0,15,0,"less than 100,000",United States of America,United States of America,Not working and not looking for work,female,0,0,1,0,5,0,0,English,0,8,no high school (secondary school)
0,43,0,more than 1 million,United States of America,United States of America,Employed for wages,male,0,1,1,0,4,1,0,English,100,3,"professional degree (MBA, MD, JD, etc.)"
0,58,1,"less than 100,000",United States of America,United States of America,Not working and not looking for work,male,1,0,1,0,40,0,0,English,10000,5,"trade, technical, or vocational training"
1,21,0,more than 1 million,Cameroon,Cameroon,Doing an unpaid internship,male,1,0,0,0,40,1,0,English,200,36,"some college credit, no degree"
0,36,0,"between 100,000 and 1 million",United States of America,United States of America,Employed for wages,male,1,1,1,0,10,1,0,English,0,24,master's degree (non-professional)
0,29,0,"less than 100,000",Bermuda,United Kingdom,,male,1,0,1,,8,0,0,English,,24,master's degree (non-professional)
1,38,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,0,6,0,0,English,125,30,master's degree (non-professional)
0,30,0,more than 1 million,United States of America,United States of America,Employed for wages,male,1,1,1,0,2,0,0,English,0,72,"some college credit, no degree"
1,32,0,more than 1 million,Canada,Canada,Not working and not looking for work,male,0,0,1,0,25,0,0,English,400,48,bachelor's degree
0,35,0,"less than 100,000",United States of America,United States of America,A stay-at-home parent or homemaker,male,1,0,1,1,5,0,1,English,500,6,"some college credit, no degree"
0,19,0,"less than 100,000",United States of America,United States of America,Employed for wages,male,0,0,1,0,4,0,0,English,0,3,"some college credit, no degree"
